,SchulNr,Unnamed: 1,Name,Unnamed: 3,Schulart,Unnamed: 5,Bezirk,Unnamed: 7,Ortsteil,Unnamed: 9,Unnamed: 10,url
405,03P40,,SAfS - Spektrum Akademie für Sozialpädagogik,,Fachschule,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22628
406,04G13,,Nehring-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22023
407,02E12,,Konservatorium für türkische Musik in Berlin,,Künstlerische Schule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21636
408,03P10,,Katholische Theresienschule (Gymnasium),,Gymnasium,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22033
409,03P37,,Berlin Bilingual School (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22601
410,02E11,,REDUTA Berlin-Schauspielschule,,Künstlerische Schule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21584
411,03G48,,48. Schule (Grundschule),,Grundschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22673
412,04K04,,Nelson-Mandela-Schule,,Integrierte Sekundarschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22236
413,04E43,,Berlinek Sprachenzentrum,,Sprachenschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21330
414,02K02,,Carl-von-Ossietzky-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21960
415,04E10,,Heilpraktikerfachschule für Aus- und Weiterbildung,,Heilpraktikerschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22375
416,12G30,,Reineke-Fuchs-Grundschule,,Grundschule,,Reinickendorf,,Reinickendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22184
417,07P11,,Privates Europa-Gymnasium Berlin,,Gymnasium,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22024
418,07P19,,Freie Schule Schöneberg (Grundschule),,Grundschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22600
419,03E03,,ARTUR SPEER AKADEMIE GmbH,,Wirtschafts- und Verwaltungsschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22129
420,07Y01,,Robert-Blum-Gymnasium,,Gymnasium,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21338
421,07G05,,Havelland-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21491
422,07K09,,Gustav-Langenscheidt-Schule,,Integrierte Sekundarschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21335
423,03P13,,Freie Schule Pankow (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22187
424,03G22,,Grundschule am Wasserturm,,Grundschule,,Pankow,,Heinersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22014
425,02K10,,Ferdinand-Freiligrath-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21577
426,04G02,,Lietzensee-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21612
427,02G26,,Lemgo-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21604
428,04K03,,Robert-Jungk-Schule,,Integrierte Sekundarschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21871
429,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21680
430,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21681
431,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21682
432,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21683
433,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21684
434,02B05,,Jane-Addams-Schule (OSZ Sozialwesen),,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21685
435,02G29,,Heinrich-Zille-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22389
436,03E12,,LOGOS-Institut,,Sonstige Ergänzungsschule,,Pankow,,Niederschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21686
437,02P13,,Netzwerk-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22358
438,07B03,,"OSZ Lotis (Logistik, Touristik und Steuern)",,Oberstufenzentrum,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21342
439,07B03,,"OSZ Lotis (Logistik, Touristik und Steuern)",,Oberstufenzentrum,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21343
440,07B03,,"OSZ Lotis (Logistik, Touristik und Steuern)",,Oberstufenzentrum,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21344
441,07B03,,"OSZ Lotis (Logistik, Touristik und Steuern)",,Oberstufenzentrum,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21345
442,07B03,,"OSZ Lotis (Logistik, Touristik und Steuern)",,Oberstufenzentrum,,Tempelhof-Schöneberg,,Tempelhof,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21346
443,02Y07,,Robert-Koch-Gymnasium,,Gymnasium,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21959
444,03S09,,Schule an der Strauchwiese,,Übrige Förderschwerpunkte,,Pankow,,Pankow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22292
445,03G47,,47. Schule (Grundschule),,Grundschule,,Pankow,,Pankow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22469
446,02E23,,Michael-Tschechow-Studio Berlin,,Künstlerische Schule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21270
447,03Y15,,Max-Delbrück-Gymnasium,,Gymnasium,,Pankow,,Niederschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22026
448,04P41,,Freudberg Gemeinschaftsschule,,Gemeinschaftsschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22610
449,04B02,,Hans-Litten-Schule (OSZ Recht und Wirtschaft),,Oberstufenzentrum,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22364
450,04B02,,Hans-Litten-Schule (OSZ Recht und Wirtschaft),,Oberstufenzentrum,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22365
451,04B02,,Hans-Litten-Schule (OSZ Recht und Wirtschaft),,Oberstufenzentrum,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22366
452,04B02,,Hans-Litten-Schule (OSZ Recht und Wirtschaft),,Oberstufenzentrum,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22367
453,07G10,,Teltow-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21813
454,04K05,,Paula-Fürst-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22154
455,03S08,,Panke-Schule,,"Förderschwerp. ""Geistige Entwicklung""",,Pankow,,Niederschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21979
456,02K09,,Albrecht-von-Graefe-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22288
457,02P25,,Evangelische Schule Berlin-Friedrichshain (Grundschule),,Grundschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22479
458,02G27,,Hunsrück-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21605
459,07E19,,Shou Zhong Schule für Traditionelle Chinesische Medizin,,Heilpraktikerschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22069
460,04E14,,"Hofmeisterschule, Handels- und Sprachschule",,Wirtschafts- und Verwaltungsschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22192
461,07E25,,Miami Ad School Berlin,,Sonstige Ergänzungsschule,,Tempelhof-Schöneberg,,Schöneberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21494
462,03P41,,Naturschule am Brosepark,,Grundschule,,Pankow,,Niederschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22662
463,03P15,,AUCOTEAM GmbH,,Berufsfachschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21819
464,03P15,,AUCOTEAM GmbH,,Berufsfachschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21820
465,12G11,,Ringelnatz-Grundschule,,Grundschule,,Reinickendorf,,Wittenau,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22262
466,05E06,,EURASIA-Institute,,Sprachenschule,,Spandau,,Siemensstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22616
467,02Y08,,Hermann-Hesse-Gymnasium,,Gymnasium,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22025
468,02E21,,EUROPA-Sprachenschule,,Sprachenschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21688
469,04P45,,Jewish International School - Masorti-Grundschule,,Grundschule,,Charlottenburg-Wilmersdorf,,Charlottenburg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22638
470,02K07,,Georg-Weerth-Schule,,Integrierte Sekundarschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21789
471,02P22,,Pro Inklusio - Fachschule für Sozialpädagogik,,Fachschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22466
472,03P30,,Freie Waldorfschule am Prenzlauer Berg,,Freie Waldorfschule,,Pankow,,Prenzlauer Berg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22465
473,04E48,,Berliner Schule für Zen Shiatsu,,Sonstige Ergänzungsschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22012
474,04E33,,SSB Schwedische Schule in Berlin,,Ausländische Schule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21625
475,03K08,,Hagenbeck-Schule,,Integrierte Sekundarschule,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21971
476,03G43,,Grundschule Wilhelmsruh,,Grundschule,,Pankow,,Wilhelmsruh,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22185
477,02Y05,,Dathe-Gymnasium,,Gymnasium,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21580
478,02G07,,Ludwig-Hoffmann-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21881
479,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21589
480,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21590
481,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21591
482,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21592
483,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21593
484,02S01,,Temple-Grandin-Schule,,"Förderschwerp. ""Lernen""",,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21594
485,02G02,,Hausburg-Grundschule,,Grundschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21916
486,02E24,,Alexander-Technik-Schule,,Sonstige Ergänzungsschule,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21904
487,03B10,,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",,Oberstufenzentrum,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22618
488,03B10,,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",,Oberstufenzentrum,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22619
489,03B10,,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",,Oberstufenzentrum,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22620
490,03B10,,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",,Oberstufenzentrum,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22621
491,03B10,,"Max-Bill-Schule (OSZ Planen, Bauen, Gestalten)",,Oberstufenzentrum,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22622
492,04P21,,Evangelische Schule Wilmersdorf (Grundschule),,Grundschule,,Charlottenburg-Wilmersdorf,,Wilmersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22233
493,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21950
494,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21951
495,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21952
496,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21953
497,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21954
498,02B04,,OSZ Handel 1,,Oberstufenzentrum,,Friedrichshain-Kreuzberg,,Kreuzberg,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21955
499,03K03,,Konrad-Duden-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Pankow,,Niederschönhausen,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21888
500,02P30,,Concept Berufliche Schulen gGmbH Berlin,,Fachschule,,Friedrichshain-Kreuzberg,,Friedrichshain,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22649
501,03G13,,Grundschule in Rosenthal,,Grundschule,,Pankow,,Rosenthal,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21964
502,03Y14,,Primo-Levi-Gymnasium,,Gymnasium,,Pankow,,Weißensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22163
