,SchulNr,Unnamed: 1,Name,Unnamed: 3,Schulart,Unnamed: 5,Bezirk,Unnamed: 7,Ortsteil,Unnamed: 9,Unnamed: 10,url
1156,06B01,,Peter-Lenné-Schule (OSZ Natur und Umwelt),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21314
1157,12K11,,Albrecht-Haushofer-Schule,,Integrierte Sekundarschule,,Reinickendorf,,Heiligensee,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21992
1158,06G22,,Giesensdorfer Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21355
1159,10G04,,Falken-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22078
1160,06P01,,Katholische Schule Sankt Ursula (Grundschule),,Grundschule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21724
1161,08G30,,Schule am Sandsteinweg (Grundschule),,Grundschule,,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21924
1162,10K12,,Gretel-Bergmann-Gemeinschaftsschule,,Gemeinschaftsschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22625
1163,07P04,,Katholische Schule Sankt Alfons (Grundschule),,Grundschule,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21513
1164,08S07,,Schule am Bienwaldring,,"Förderschwerp. ""Geistige Entwicklung""",,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21428
1165,03S10,,Marianne-Buggenhagen-Schule,,Übrige Förderschwerpunkte,,Pankow,,Buch,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22293
1166,06G01,,Nord-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21273
1167,07G28,,Kiepert-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21564
1168,06G29,,Grundschule am Karpfenteich,,Grundschule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22353
1169,09G22,,Schule an der Wuhlheide (Grundschule),,Grundschule,,Treptow-Köpenick,,Oberschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21848
1170,07P06,,Katholische Schule Sankt Hildegard,,Übrige Förderschwerpunkte,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21519
1171,05G12,,Grundschule am Weinmeisterhorn,,Grundschule,,Spandau,,Wilhelmstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22097
1172,06P07,,Parzival-Schule,,"Förderschwerp. ""Geistige Entwicklung""",,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21321
1173,09Y10,,Gebrüder-Montgolfier-Gymnasium,,Gymnasium,,Treptow-Köpenick,,Johannisthal,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21469
1174,09G07,,Schule an der alten Feuerwache (Grundschule),,Grundschule,,Treptow-Köpenick,,Niederschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22437
1175,10G11,,Grundschule an der Mühle,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21826
1176,10G07,,Karl-Friedrich-Friesen-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22054
1177,10G09,,Grundschule am Bürgerpark,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21827
1178,05G22,,Christian-Morgenstern-Grundschule,,Grundschule,,Spandau,,Staaken,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21780
1179,08K01,,Walter-Gropius-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21400
1180,09K06,,Hans-Grade-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Treptow-Köpenick,,Johannisthal,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21466
1181,07K05,,Solling-Schule,,Integrierte Sekundarschule,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21385
1182,08G26,,Christoph-Ruden-Schule (Grundschule),,Grundschule,,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21921
1183,08G34,,Lisa-Tetzner-Schule (Grundschule),,Grundschule,,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21927
1184,08S05,,Schule am Hasenhegerweg,,"Förderschwerp. ""Lernen""",,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21411
1185,08S05,,Schule am Hasenhegerweg,,"Förderschwerp. ""Lernen""",,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21412
1186,08S05,,Schule am Hasenhegerweg,,"Förderschwerp. ""Lernen""",,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21413
1187,10G34,,34. Schule (Grundschule),,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22554
1188,10G34,,34. Schule (Grundschule),,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22555
1189,03K10,,Hufeland-Schule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Pankow,,Buch,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22283
1190,08G16,,Hugo-Heimann-Schule (Grundschule),,Grundschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22417
1191,06E01,,Schule für Eurythmische Art und Kunst,,Künstlerische Schule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21864
1192,05G26,,Grundschule am Amalienhof,,Grundschule,,Spandau,,Wilhelmstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22440
1193,10K11,,Marcana-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22573
1194,10K11,,Marcana-Schule (Gemeinschaftsschule),,Gemeinschaftsschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22574
1195,07G34,,Marienfelder Schule (Grundschule),,Grundschule,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21514
1196,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21434
1197,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21435
1198,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21436
1199,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21437
1200,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21438
1201,08B02,,"Lise-Meitner-Schule (OSZ Chemie, Physik und Biologie)",,Oberstufenzentrum,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21439
1202,09G05,,Schule am Ginkobaum (Grundschule),,Grundschule,,Treptow-Köpenick,,Johannisthal,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22424
1203,08Y05,,Leonardo-da-Vinci-Gymnasium,,Gymnasium,,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22421
1204,09G06,,Melli-Beese-Schule (Grundschule),,Grundschule,,Treptow-Köpenick,,Johannisthal,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21461
1205,10P10,,Internationale Lomonossow-Schule Berlin Marzahn (Gemeinschaftsschule),,Gemeinschaftsschule,,Marzahn-Hellersdorf,,Biesdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22093
1206,10K06,,Georg-Klingenberg-Schule,,Integrierte Sekundarschule,,Marzahn-Hellersdorf,,Biesdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22264
1207,05G25,,Grundschule am Wasserwerk,,Grundschule,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21830
1208,05S04,,Schule am Stadtrand,,Übrige Förderschwerpunkte,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21708
1209,05S04,,Schule am Stadtrand,,Übrige Förderschwerpunkte,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21709
1210,06Y01,,Schadow-Gymnasium,,Gymnasium,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21281
1211,10G16,,Fuchsberg-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Biesdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22209
1212,06P18,,Bilinguale Schule Phorms Berlin Süd,,Kombinierte allgemein bildende Schule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22119
1213,06P18,,Bilinguale Schule Phorms Berlin Süd,,Kombinierte allgemein bildende Schule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22120
1214,03G29,,Grundschule Am Sandhaus,,Grundschule,,Pankow,,Buch,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21983
1215,06Y02,,Droste-Hülshoff-Gymnasium,,Gymnasium,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21282
1216,08P02,,Katholische Schule Sankt Marien (Grundschule),,Grundschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21454
1217,09G31,,31. Schule (Grundschule),,Grundschule,,Treptow-Köpenick,,Oberschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22672
1218,07G36,,Grundschule am Dielingsgrund,,Grundschule,,Tempelhof-Schöneberg,,Lichtenrade,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21516
1219,08K13,,Gemeinschaftsschule Campus Efeuweg,,Gemeinschaftsschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22580
1220,03P33,,Evangelische Schule Berlin Buch (Grundschule),,Grundschule,,Pankow,,Buch,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22532
1221,08K04,,Heinrich-Mann-Schule,,Integrierte Sekundarschule,,Neukölln,,Buckow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21854
1222,09P19,,Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH,,Kombinierte berufliche Schule,,Treptow-Köpenick,,Oberschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22612
1223,09P19,,Technische Jugendfreizeit- und Bildungsgesellschaft (tjfbg) gGmbH,,Kombinierte berufliche Schule,,Treptow-Köpenick,,Oberschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22613
1224,09Y03,,Archenhold-Gymnasium,,Gymnasium,,Treptow-Köpenick,,Niederschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21471
1225,08A02,,2. Schulpraktisches Seminar Neukölln,,Schulpraktisches Seminar,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21855
1226,08A01,,1. Schulpraktisches Seminar Neukölln,,Schulpraktisches Seminar,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21860
1227,08G31,,Janusz-Korczak-Schule (Grundschule),,Grundschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21925
1228,08A05,,4. Schulpraktisches Seminar Neukölln,,Schulpraktisches Seminar,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22195
1229,08A07,,6. Schulpraktisches Seminar Neukölln,,Schulpraktisches Seminar,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22568
1230,08A06,,5. Schulpraktisches Seminar Neukölln,,Schulpraktisches Seminar,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22548
1231,10G03,,Selma-Lagerlöf-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22068
1232,06G30,,Mercator-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21567
1233,03P32,,Montessori-Gemeinschaftsschule Berlin-Buch,,Gemeinschaftsschule,,Pankow,,Buch,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22510
1234,10G05,,Ebereschen-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22079
1235,06K01,,John-F.-Kennedy-Schule,,Integrierte Sekundarschule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21301
1236,06P09,,Caroline-von-Heydebrand-Schule,,Übrige Förderschwerpunkte,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21800
1237,05G24,,Grundschule am Windmühlenberg,,Grundschule,,Spandau,,Gatow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22439
1238,05G17,,Astrid-Lindgren-Grundschule,,Grundschule,,Spandau,,Staaken,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21808
1239,10K01,,Rudolf-Virchow-Schule,,Integrierte Sekundarschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22354
1240,05G18,,Grundschule im Beerwinkel,,Grundschule,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21810
1241,05P19,,SIS Swiss International School Berlin,,Integrierte Sekundarschule,,Spandau,,Staaken,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22498
1242,05K01,,Martin-Buber-Oberschule (Integrierte Sekundarschule),,Integrierte Sekundarschule,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22049
1243,06P02,,Johanna-Gerdes-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21617
1244,06G08,,Schweizerhof-Grundschule,,Grundschule,,Steglitz-Zehlendorf,,Zehlendorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21616
1245,06B02,,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21370
1246,06B02,,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21371
1247,06B02,,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21372
1248,06B02,,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21373
1249,06B02,,Louise-Schroeder-Schule (OSZ Bürowirtschaft und Verwaltung),,Oberstufenzentrum,,Steglitz-Zehlendorf,,Lichterfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21374
1250,07K03,,Gustav-Heinemann-Oberschule,,Integrierte Sekundarschule,,Tempelhof-Schöneberg,,Marienfelde,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21512
1251,05G23,,Grundschule am Brandwerder,,Grundschule,,Spandau,,Staaken,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22438
1252,08K02,,Hermann-von-Helmholtz-Schule,,Integrierte Sekundarschule,,Neukölln,,Gropiusstadt,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21401
1253,10G29,,Grundschule an der Wuhle,,Grundschule,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22291
1254,05P15,,Immanuel-Grundschule,,Grundschule,,Spandau,,Falkenhagener Feld,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21455
1255,10G08,,Wilhelm-Busch-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22048
1256,09P01,,Freie Waldorfschule Berlin-Südost,,Freie Waldorfschule,,Treptow-Köpenick,,Niederschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21478
1257,10G01,,Paavo-Nurmi-Grundschule,,Grundschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22067
1258,07G32,,Bruno-H.-Bürgel-Grundschule,,Grundschule,,Tempelhof-Schöneberg,,Lichtenrade,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21527
1259,10K03,,Kerschensteiner-Schule,,Integrierte Sekundarschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21866
1260,10K08,,Johann-Julius-Hecker-Schule,,Integrierte Sekundarschule,,Marzahn-Hellersdorf,,Marzahn,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22380
1261,09P16,,KreativitätsGrundschule Berlin Treptow,,Grundschule,,Treptow-Köpenick,,Niederschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22470
1262,10A09,,4. Schulpraktisches Seminar Marzahn-Hellersdorf,,Schulpraktisches Seminar,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22529
1263,10A10,,5. Schulpraktisches Seminar Marzahn-Hellersdorf,,Schulpraktisches Seminar,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22631
1264,10A07,,2. Schulpraktisches Seminar Marzahn-Hellersdorf,,Schulpraktisches Seminar,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22248
1265,10A06,,1. Schulpraktisches Seminar Marzahn-Hellersdorf,,Schulpraktisches Seminar,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22207
1266,10A08,,3. Schulpraktisches Seminar Marzahn-Hellersdorf,,Schulpraktisches Seminar,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21721
1267,10K02,,Ernst-Haeckel-Schule,,Integrierte Sekundarschule,,Marzahn-Hellersdorf,,Hellersdorf,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22228
1268,08G33,,Schule am Fliederbusch (Grundschule),,Grundschule,,Neukölln,,Rudow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21926
1269,09P12,,Mosaik-Grundschule,,Grundschule,,Treptow-Köpenick,,Niederschöneweide,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=22286
1270,08S04,,Schule am Zwickauer Damm,,"Förderschwerp. ""Lernen""",,Neukölln,,Rudow,,,https://www.berlin.de/sen/bildung/schule/berliner-schulen/schulverzeichnis/Schulportrait.aspx?IDSchulzweig=21407
